Hourly measurement data supplied by UK-air on 25/7/2014
 All Data are GMT hour ending
Status: R=Ratified P=Provisional A=As supplied V=Validated S=Suspect
,,Tower Hamlets Roadside,,,,,,,,,,,,
Date,time,"Modelled Wind Direction",status/unit,"Modelled Wind Speed",status/unit,"Modelled Temperature",status/unit,"Nitric oxide",status/unit,"Nitrogen dioxide",status/unit,"Nitrogen oxides as nitrogen dioxide",status/unit
30-03-2014,02:00,88.8,P deg,2.5,P ms-1,6.3,P degC,51,P ugm-3,103,P ugm-3,181,P ugm-3
30-03-2014,03:00,87.6,P deg,2.4,P ms-1,6.6,P degC,58,P ugm-3,101,P ugm-3,190,P ugm-3
30-03-2014,04:00,88.6,P deg,2.4,P ms-1,6.7,P degC,58,P ugm-3,98,P ugm-3,188,P ugm-3
30-03-2014,05:00,94.0,P deg,2.4,P ms-1,6.8,P degC,61,P ugm-3,94,P ugm-3,188,P ugm-3
30-03-2014,06:00,102.4,P deg,2.4,P ms-1,6.8,P degC,72,P ugm-3,93,P ugm-3,204,P ugm-3
30-03-2014,07:00,109.4,P deg,1.8,P ms-1,7.3,P degC,98,P ugm-3,100,P ugm-3,250,P ugm-3
30-03-2014,08:00,101.0,P deg,1.3,P ms-1,10.4,P degC,78,P ugm-3,93,P ugm-3,213,P ugm-3
30-03-2014,09:00,144.7,P deg,1.7,P ms-1,14.4,P degC,70,P ugm-3,96,P ugm-3,203,P ugm-3
30-03-2014,10:00,168.6,P deg,2.5,P ms-1,17.1,P degC,63,P ugm-3,97,P ugm-3,194,P ugm-3
30-03-2014,11:00,179.1,P deg,3.8,P ms-1,18.8,P degC,43,P ugm-3,92,P ugm-3,158,P ugm-3
30-03-2014,12:00,161.0,P deg,4.6,P ms-1,19.1,P degC,25,P ugm-3,76,P ugm-3,113,P ugm-3
30-03-2014,13:00,144.9,P deg,4.9,P ms-1,18.9,P degC,5,P ugm-3,40,P ugm-3,48,P ugm-3
30-03-2014,14:00,142.6,P deg,5.2,P ms-1,18.8,P degC,7,P ugm-3,40,P ugm-3,50,P ugm-3
30-03-2014,15:00,152.1,P deg,4.8,P ms-1,18.6,P degC,7,P ugm-3,43,P ugm-3,54,P ugm-3
30-03-2014,16:00,157.9,P deg,4.1,P ms-1,17.9,P degC,7,P ugm-3,43,P ugm-3,54,P ugm-3
30-03-2014,17:00,147.9,P deg,3.0,P ms-1,16.8,P degC,23,P ugm-3,73,P ugm-3,108,P ugm-3
30-03-2014,18:00,115.9,P deg,3.1,P ms-1,14.6,P degC,22,P ugm-3,87,P ugm-3,121,P ugm-3
30-03-2014,19:00,100.2,P deg,3.3,P ms-1,12.9,P degC,30,P ugm-3,105,P ugm-3,151,P ugm-3
30-03-2014,20:00,109.2,P deg,3.1,P ms-1,11.7,P degC,41,P ugm-3,115,P ugm-3,177,P ugm-3
30-03-2014,21:00,111.0,P deg,2.8,P ms-1,10.9,P degC,58,P ugm-3,115,P ugm-3,204,P ugm-3
30-03-2014,22:00,110.9,P deg,2.8,P ms-1,10.1,P degC,62,P ugm-3,110,P ugm-3,206,P ugm-3
30-03-2014,23:00,111.8,P deg,2.9,P ms-1,9.1,P degC,78,P ugm-3,117,P ugm-3,237,P ugm-3
30-03-2014,24:00,114.5,P deg,2.7,P ms-1,8.6,P degC,80,P ugm-3,113,P ugm-3,236,P ugm-3
31-03-2014,01:00,No data,,No data,,No data,,88,P ugm-3,116,P ugm-3,251,P ugm-3
31-03-2014,02:00,No data,,No data,,No data,,69,P ugm-3,101,P ugm-3,208,P ugm-3
31-03-2014,03:00,No data,,No data,,No data,,57,P ugm-3,94,P ugm-3,182,P ugm-3
31-03-2014,04:00,No data,,No data,,No data,,79,P ugm-3,97,P ugm-3,217,P ugm-3
31-03-2014,05:00,No data,,No data,,No data,,70,P ugm-3,91,P ugm-3,198,P ugm-3
31-03-2014,06:00,No data,,No data,,No data,,122,P ugm-3,100,P ugm-3,287,P ugm-3
31-03-2014,07:00,No data,,No data,,No data,,215,P ugm-3,117,P ugm-3,447,P ugm-3
31-03-2014,08:00,No data,,No data,,No data,,195,P ugm-3,120,P ugm-3,419,P ugm-3
31-03-2014,09:00,No data,,No data,,No data,,99,P ugm-3,109,P ugm-3,261,P ugm-3
31-03-2014,10:00,No data,,No data,,No data,,37,P ugm-3,84,P ugm-3,140,P ugm-3
31-03-2014,11:00,No data,,No data,,No data,,20,P ugm-3,65,P ugm-3,95,P ugm-3
31-03-2014,12:00,No data,,No data,,No data,,9,P ugm-3,47,P ugm-3,61,P ugm-3
31-03-2014,13:00,No data,,No data,,No data,,18,P ugm-3,56,P ugm-3,83,P ugm-3
31-03-2014,14:00,No data,,No data,,No data,,16,P ugm-3,64,P ugm-3,88,P ugm-3
31-03-2014,15:00,No data,,No data,,No data,,11,P ugm-3,50,P ugm-3,67,P ugm-3
31-03-2014,16:00,No data,,No data,,No data,,11,P ugm-3,54,P ugm-3,71,P ugm-3
31-03-2014,17:00,No data,,No data,,No data,,28,P ugm-3,79,P ugm-3,121,P ugm-3
31-03-2014,18:00,No data,,No data,,No data,,27,P ugm-3,82,P ugm-3,123,P ugm-3
31-03-2014,19:00,No data,,No data,,No data,,46,P ugm-3,113,P ugm-3,184,P ugm-3
31-03-2014,20:00,No data,,No data,,No data,,81,P ugm-3,127,P ugm-3,251,P ugm-3
31-03-2014,21:00,No data,,No data,,No data,,61,P ugm-3,119,P ugm-3,213,P ugm-3
31-03-2014,22:00,No data,,No data,,No data,,109,P ugm-3,127,P ugm-3,294,P ugm-3
31-03-2014,23:00,No data,,No data,,No data,,125,P ugm-3,115,P ugm-3,307,P ugm-3
31-03-2014,24:00,No data,,No data,,No data,,89,P ugm-3,106,P ugm-3,243,P ugm-3
01-04-2014,01:00,110.6,P deg,0.4,P ms-1,7.2,P degC,53,P ugm-3,102,P ugm-3,185,P ugm-3
01-04-2014,02:00,26.5,P deg,0.3,P ms-1,6.8,P degC,88,P ugm-3,105,P ugm-3,242,P ugm-3
01-04-2014,03:00,331.7,P deg,0.4,P ms-1,6.3,P degC,88,P ugm-3,98,P ugm-3,235,P ugm-3
01-04-2014,04:00,252.9,P deg,0.8,P ms-1,6.1,P degC,107,P ugm-3,100,P ugm-3,266,P ugm-3
01-04-2014,05:00,248.2,P deg,1.1,P ms-1,6.0,P degC,124,P ugm-3,104,P ugm-3,296,P ugm-3
01-04-2014,06:00,266.7,P deg,1.1,P ms-1,5.9,P degC,183,P ugm-3,108,P ugm-3,393,P ugm-3
01-04-2014,07:00,272.6,P deg,1.3,P ms-1,5.9,P degC,260,P ugm-3,117,P ugm-3,520,P ugm-3
01-04-2014,08:00,275.0,P deg,1.3,P ms-1,6.2,P degC,243,P ugm-3,115,P ugm-3,491,P ugm-3
01-04-2014,09:00,285.0,P deg,1.3,P ms-1,6.6,P degC,194,P ugm-3,130,P ugm-3,430,P ugm-3
01-04-2014,10:00,282.3,P deg,1.1,P ms-1,7.8,P degC,150,P ugm-3,123,P ugm-3,356,P ugm-3
01-04-2014,11:00,284.8,P deg,0.6,P ms-1,9.7,P degC,142,P ugm-3,120,P ugm-3,341,P ugm-3
01-04-2014,12:00,31.9,P deg,0.4,P ms-1,13.5,P degC,122,P ugm-3,122,P ugm-3,311,P ugm-3
01-04-2014,13:00,269.2,P deg,0.6,P ms-1,17.0,P degC,72,P ugm-3,108,P ugm-3,220,P ugm-3
01-04-2014,14:00,299.3,P deg,0.7,P ms-1,18.5,P degC,49,P ugm-3,98,P ugm-3,175,P ugm-3
01-04-2014,15:00,90.0,P deg,0.7,P ms-1,19.0,P degC,54,P ugm-3,113,P ugm-3,197,P ugm-3
01-04-2014,16:00,96.8,P deg,1.8,P ms-1,18.6,P degC,89,P ugm-3,124,P ugm-3,262,P ugm-3
01-04-2014,17:00,84.1,P deg,2.5,P ms-1,16.4,P degC,114,P ugm-3,138,P ugm-3,316,P ugm-3
01-04-2014,18:00,96.2,P deg,2.8,P ms-1,14.0,P degC,46,P ugm-3,110,P ugm-3,182,P ugm-3
01-04-2014,19:00,112.6,P deg,3.2,P ms-1,12.1,P degC,19,P ugm-3,94,P ugm-3,124,P ugm-3
01-04-2014,20:00,103.6,P deg,3.2,P ms-1,10.8,P degC,34,P ugm-3,110,P ugm-3,163,P ugm-3
01-04-2014,21:00,100.5,P deg,3.1,P ms-1,9.6,P degC,39,P ugm-3,105,P ugm-3,167,P ugm-3
01-04-2014,22:00,97.8,P deg,3.1,P ms-1,8.7,P degC,21,P ugm-3,92,P ugm-3,126,P ugm-3
01-04-2014,23:00,95.9,P deg,3.0,P ms-1,8.0,P degC,33,P ugm-3,93,P ugm-3,145,P ugm-3
01-04-2014,24:00,100.1,P deg,2.2,P ms-1,7.7,P degC,60,P ugm-3,101,P ugm-3,195,P ugm-3
02-04-2014,01:00,96.4,P deg,3.2,P ms-1,8.3,P degC,37,P ugm-3,97,P ugm-3,156,P ugm-3
02-04-2014,02:00,100.5,P deg,3.3,P ms-1,8.2,P degC,24,P ugm-3,93,P ugm-3,130,P ugm-3
02-04-2014,03:00,96.2,P deg,3.3,P ms-1,7.7,P degC,12,P ugm-3,80,P ugm-3,99,P ugm-3
02-04-2014,04:00,100.4,P deg,3.6,P ms-1,7.7,P degC,16,P ugm-3,74,P ugm-3,100,P ugm-3
02-04-2014,05:00,100.5,P deg,3.7,P ms-1,8.3,P degC,32,P ugm-3,78,P ugm-3,128,P ugm-3
02-04-2014,06:00,101.9,P deg,3.7,P ms-1,8.5,P degC,75,P ugm-3,88,P ugm-3,205,P ugm-3
02-04-2014,07:00,99.5,P deg,3.9,P ms-1,9.4,P degC,109,P ugm-3,95,P ugm-3,265,P ugm-3
02-04-2014,08:00,103.3,P deg,3.5,P ms-1,11.1,P degC,103,P ugm-3,94,P ugm-3,253,P ugm-3
02-04-2014,09:00,109.8,P deg,3.7,P ms-1,12.8,P degC,113,P ugm-3,105,P ugm-3,281,P ugm-3
02-04-2014,10:00,109.3,P deg,3.9,P ms-1,14.8,P degC,68,P ugm-3,91,P ugm-3,197,P ugm-3
02-04-2014,11:00,114.8,P deg,4.1,P ms-1,16.5,P degC,49,P ugm-3,88,P ugm-3,165,P ugm-3
02-04-2014,12:00,117.3,P deg,4.4,P ms-1,18.2,P degC,34,P ugm-3,90,P ugm-3,144,P ugm-3
02-04-2014,13:00,118.5,P deg,4.3,P ms-1,18.3,P degC,28,P ugm-3,81,P ugm-3,124,P ugm-3
02-04-2014,14:00,128.0,P deg,4.7,P ms-1,19.9,P degC,30,P ugm-3,84,P ugm-3,131,P ugm-3
02-04-2014,15:00,126.5,P deg,4.7,P ms-1,19.4,P degC,35,P ugm-3,96,P ugm-3,151,P ugm-3
02-04-2014,16:00,124.0,P deg,4.3,P ms-1,18.0,P degC,48,P ugm-3,102,P ugm-3,177,P ugm-3
02-04-2014,17:00,115.7,P deg,3.6,P ms-1,16.7,P degC,27,P ugm-3,90,P ugm-3,132,P ugm-3
02-04-2014,18:00,109.0,P deg,3.9,P ms-1,14.5,P degC,35,P ugm-3,97,P ugm-3,153,P ugm-3
02-04-2014,19:00,107.5,P deg,3.6,P ms-1,13.3,P degC,25,P ugm-3,104,P ugm-3,144,P ugm-3
02-04-2014,20:00,104.9,P deg,3.2,P ms-1,12.3,P degC,21,P ugm-3,105,P ugm-3,139,P ugm-3
02-04-2014,21:00,94.6,P deg,3.2,P ms-1,11.6,P degC,29,P ugm-3,110,P ugm-3,155,P ugm-3
02-04-2014,22:00,92.3,P deg,3.3,P ms-1,11.2,P degC,33,P ugm-3,106,P ugm-3,157,P ugm-3
02-04-2014,23:00,92.5,P deg,3.2,P ms-1,10.5,P degC,49,P ugm-3,102,P ugm-3,178,P ugm-3
02-04-2014,24:00,86.4,P deg,3.1,P ms-1,10.0,P degC,22,P ugm-3,94,P ugm-3,128,P ugm-3
03-04-2014,01:00,82.0,P deg,3.0,P ms-1,9.2,P degC,27,P ugm-3,90,P ugm-3,131,P ugm-3
03-04-2014,02:00,78.9,P deg,3.1,P ms-1,9.0,P degC,28,P ugm-3,79,P ugm-3,123,P ugm-3
03-04-2014,03:00,80.3,P deg,2.9,P ms-1,8.8,P degC,22,P ugm-3,70,P ugm-3,105,P ugm-3
03-04-2014,04:00,77.3,P deg,2.9,P ms-1,9.0,P degC,33,P ugm-3,73,P ugm-3,124,P ugm-3
03-04-2014,05:00,75.1,P deg,3.0,P ms-1,9.0,P degC,45,P ugm-3,76,P ugm-3,146,P ugm-3
03-04-2014,06:00,71.6,P deg,3.2,P ms-1,9.0,P degC,88,P ugm-3,81,P ugm-3,218,P ugm-3
03-04-2014,07:00,76.8,P deg,3.4,P ms-1,9.6,P degC,112,P ugm-3,81,P ugm-3,255,P ugm-3
03-04-2014,08:00,87.7,P deg,3.0,P ms-1,11.6,P degC,135,P ugm-3,85,P ugm-3,294,P ugm-3
03-04-2014,09:00,106.8,P deg,4.0,P ms-1,13.9,P degC,142,P ugm-3,91,P ugm-3,311,P ugm-3
03-04-2014,10:00,117.4,P deg,4.0,P ms-1,16.1,P degC,114,P ugm-3,88,P ugm-3,264,P ugm-3
03-04-2014,11:00,131.8,P deg,4.1,P ms-1,18.4,P degC,68,P ugm-3,82,P ugm-3,187,P ugm-3
03-04-2014,12:00,144.0,P deg,4.9,P ms-1,19.7,P degC,41,P ugm-3,75,P ugm-3,139,P ugm-3
03-04-2014,13:00,151.2,P deg,5.1,P ms-1,19.8,P degC,35,P ugm-3,65,P ugm-3,120,P ugm-3
03-04-2014,14:00,154.6,P deg,5.2,P ms-1,19.5,P degC,18,P ugm-3,57,P ugm-3,85,P ugm-3
03-04-2014,15:00,162.6,P deg,5.3,P ms-1,17.5,P degC,13,P ugm-3,47,P ugm-3,68,P ugm-3
03-04-2014,16:00,160.9,P deg,4.3,P ms-1,15.5,P degC,12,P ugm-3,45,P ugm-3,64,P ugm-3
03-04-2014,17:00,160.9,P deg,4.0,P ms-1,14.5,P degC,11,P ugm-3,46,P ugm-3,63,P ugm-3
03-04-2014,18:00,175.6,P deg,3.7,P ms-1,13.2,P degC,9,P ugm-3,44,P ugm-3,59,P ugm-3
03-04-2014,19:00,185.5,P deg,3.3,P ms-1,12.0,P degC,14,P ugm-3,50,P ugm-3,73,P ugm-3
03-04-2014,20:00,179.7,P deg,2.8,P ms-1,11.3,P degC,7,P ugm-3,43,P ugm-3,54,P ugm-3
03-04-2014,21:00,185.5,P deg,2.5,P ms-1,11.0,P degC,3,P ugm-3,37,P ugm-3,43,P ugm-3
03-04-2014,22:00,206.5,P deg,3.0,P ms-1,10.9,P degC,6,P ugm-3,42,P ugm-3,52,P ugm-3
03-04-2014,23:00,208.1,P deg,3.2,P ms-1,10.9,P degC,18,P ugm-3,54,P ugm-3,82,P ugm-3
03-04-2014,24:00,213.4,P deg,3.5,P ms-1,10.9,P degC,10,P ugm-3,55,P ugm-3,72,P ugm-3
04-04-2014,01:00,245.1,P deg,3.4,P ms-1,10.5,P degC,8,P ugm-3,51,P ugm-3,64,P ugm-3
04-04-2014,02:00,258.6,P deg,3.7,P ms-1,10.9,P degC,8,P ugm-3,45,P ugm-3,58,P ugm-3
04-04-2014,03:00,264.5,P deg,4.1,P ms-1,10.9,P degC,7,P ugm-3,37,P ugm-3,48,P ugm-3
04-04-2014,04:00,268.7,P deg,4.2,P ms-1,10.6,P degC,15,P ugm-3,49,P ugm-3,72,P ugm-3
04-04-2014,05:00,267.6,P deg,4.0,P ms-1,10.1,P degC,28,P ugm-3,62,P ugm-3,105,P ugm-3
04-04-2014,06:00,268.6,P deg,3.8,P ms-1,9.7,P degC,48,P ugm-3,65,P ugm-3,140,P ugm-3
04-04-2014,07:00,271.3,P deg,3.4,P ms-1,9.5,P degC,65,P ugm-3,71,P ugm-3,171,P ugm-3
04-04-2014,08:00,275.4,P deg,3.5,P ms-1,9.3,P degC,78,P ugm-3,79,P ugm-3,200,P ugm-3
04-04-2014,09:00,270.5,P deg,3.3,P ms-1,9.4,P degC,60,P ugm-3,83,P ugm-3,176,P ugm-3
04-04-2014,10:00,267.7,P deg,3.2,P ms-1,9.7,P degC,61,P ugm-3,92,P ugm-3,187,P ugm-3
04-04-2014,11:00,267.7,P deg,3.2,P ms-1,10.4,P degC,65,P ugm-3,92,P ugm-3,193,P ugm-3
04-04-2014,12:00,267.2,P deg,3.2,P ms-1,11.2,P degC,43,P ugm-3,82,P ugm-3,150,P ugm-3
04-04-2014,13:00,264.2,P deg,3.5,P ms-1,12.9,P degC,45,P ugm-3,83,P ugm-3,153,P ugm-3
04-04-2014,14:00,267.8,P deg,4.1,P ms-1,13.8,P degC,35,P ugm-3,74,P ugm-3,129,P ugm-3
04-04-2014,15:00,269.6,P deg,3.9,P ms-1,13.8,P degC,39,P ugm-3,75,P ugm-3,136,P ugm-3
04-04-2014,16:00,269.1,P deg,3.7,P ms-1,13.6,P degC,56,P ugm-3,95,P ugm-3,183,P ugm-3
04-04-2014,17:00,264.1,P deg,3.9,P ms-1,12.1,P degC,37,P ugm-3,83,P ugm-3,141,P ugm-3
04-04-2014,18:00,267.7,P deg,3.0,P ms-1,10.2,P degC,39,P ugm-3,87,P ugm-3,148,P ugm-3
04-04-2014,19:00,257.1,P deg,2.5,P ms-1,9.6,P degC,61,P ugm-3,104,P ugm-3,199,P ugm-3
04-04-2014,20:00,235.3,P deg,1.7,P ms-1,9.4,P degC,50,P ugm-3,98,P ugm-3,175,P ugm-3
04-04-2014,21:00,202.6,P deg,1.5,P ms-1,9.2,P degC,15,P ugm-3,65,P ugm-3,88,P ugm-3
04-04-2014,22:00,220.8,P deg,3.1,P ms-1,8.7,P degC,16,P ugm-3,56,P ugm-3,82,P ugm-3
04-04-2014,23:00,235.7,P deg,2.8,P ms-1,8.1,P degC,13,P ugm-3,56,P ugm-3,77,P ugm-3
04-04-2014,24:00,236.4,P deg,2.7,P ms-1,7.6,P degC,9,P ugm-3,49,P ugm-3,62,P ugm-3
05-04-2014,01:00,219.9,P deg,2.5,P ms-1,5.5,P degC,11,P ugm-3,49,P ugm-3,67,P ugm-3
05-04-2014,02:00,224.1,P deg,1.6,P ms-1,5.6,P degC,8,P ugm-3,45,P ugm-3,57,P ugm-3
05-04-2014,03:00,219.1,P deg,1.7,P ms-1,5.2,P degC,5,P ugm-3,43,P ugm-3,52,P ugm-3
05-04-2014,04:00,213.8,P deg,1.6,P ms-1,5.1,P degC,6,P ugm-3,51,P ugm-3,61,P ugm-3
05-04-2014,05:00,225.3,P deg,1.4,P ms-1,5.3,P degC,7,P ugm-3,57,P ugm-3,69,P ugm-3
05-04-2014,06:00,206.5,P deg,1.7,P ms-1,5.6,P degC,13,P ugm-3,66,P ugm-3,86,P ugm-3
05-04-2014,07:00,199.0,P deg,1.5,P ms-1,6.2,P degC,20,P ugm-3,59,P ugm-3,90,P ugm-3
05-04-2014,08:00,196.5,P deg,1.9,P ms-1,7.0,P degC,19,P ugm-3,62,P ugm-3,92,P ugm-3
05-04-2014,09:00,198.8,P deg,2.4,P ms-1,8.3,P degC,13,P ugm-3,51,P ugm-3,72,P ugm-3
05-04-2014,10:00,209.0,P deg,3.5,P ms-1,12.4,P degC,13,P ugm-3,39,P ugm-3,60,P ugm-3
05-04-2014,11:00,214.2,P deg,5.3,P ms-1,16.4,P degC,9,P ugm-3,32,P ugm-3,46,P ugm-3
05-04-2014,12:00,216.0,P deg,5.9,P ms-1,17.0,P degC,7,P ugm-3,26,P ugm-3,37,P ugm-3
05-04-2014,13:00,220.1,P deg,6.0,P ms-1,16.3,P degC,5,P ugm-3,24,P ugm-3,32,P ugm-3
05-04-2014,14:00,217.6,P deg,5.8,P ms-1,15.8,P degC,7,P ugm-3,27,P ugm-3,38,P ugm-3
05-04-2014,15:00,215.0,P deg,5.7,P ms-1,15.5,P degC,4,P ugm-3,23,P ugm-3,30,P ugm-3
05-04-2014,16:00,214.1,P deg,4.7,P ms-1,13.9,P degC,6,P ugm-3,25,P ugm-3,34,P ugm-3
05-04-2014,17:00,212.3,P deg,3.4,P ms-1,13.4,P degC,4,P ugm-3,28,P ugm-3,35,P ugm-3
05-04-2014,18:00,219.0,P deg,5.0,P ms-1,13.4,P degC,4,P ugm-3,27,P ugm-3,33,P ugm-3
05-04-2014,19:00,225.2,P deg,5.0,P ms-1,13.4,P degC,4,P ugm-3,28,P ugm-3,34,P ugm-3
05-04-2014,20:00,229.5,P deg,5.0,P ms-1,13.3,P degC,4,P ugm-3,29,P ugm-3,36,P ugm-3
05-04-2014,21:00,228.1,P deg,5.0,P ms-1,13.2,P degC,4,P ugm-3,29,P ugm-3,36,P ugm-3
05-04-2014,22:00,225.7,P deg,4.8,P ms-1,13.2,P degC,5,P ugm-3,27,P ugm-3,34,P ugm-3
05-04-2014,23:00,221.1,P deg,4.6,P ms-1,13.1,P degC,5,P ugm-3,26,P ugm-3,34,P ugm-3
05-04-2014,24:00,215.8,P deg,4.6,P ms-1,12.9,P degC,4,P ugm-3,23,P ugm-3,28,P ugm-3
06-04-2014,01:00,222.4,P deg,4.9,P ms-1,12.6,P degC,4,P ugm-3,20,P ugm-3,26,P ugm-3
06-04-2014,02:00,220.7,P deg,5.0,P ms-1,12.8,P degC,2,P ugm-3,20,P ugm-3,24,P ugm-3
06-04-2014,03:00,220.4,P deg,5.1,P ms-1,12.8,P degC,2,P ugm-3,17,P ugm-3,21,P ugm-3
06-04-2014,04:00,217.8,P deg,5.2,P ms-1,12.7,P degC,2,P ugm-3,14,P ugm-3,17,P ugm-3
06-04-2014,05:00,219.4,P deg,5.2,P ms-1,12.6,P degC,1,P ugm-3,13,P ugm-3,15,P ugm-3
06-04-2014,06:00,218.6,P deg,5.5,P ms-1,12.5,P degC,3,P ugm-3,15,P ugm-3,20,P ugm-3
06-04-2014,07:00,219.4,P deg,5.9,P ms-1,12.6,P degC,2,P ugm-3,16,P ugm-3,20,P ugm-3
06-04-2014,08:00,221.9,P deg,6.3,P ms-1,13.1,P degC,3,P ugm-3,20,P ugm-3,25,P ugm-3
06-04-2014,09:00,224.0,P deg,6.5,P ms-1,13.7,P degC,6,P ugm-3,25,P ugm-3,34,P ugm-3
06-04-2014,10:00,224.4,P deg,5.9,P ms-1,14.3,P degC,5,P ugm-3,20,P ugm-3,28,P ugm-3
06-04-2014,11:00,225.3,P deg,6.8,P ms-1,15.0,P degC,5,P ugm-3,20,P ugm-3,28,P ugm-3
06-04-2014,12:00,229.1,P deg,7.5,P ms-1,15.7,P degC,6,P ugm-3,19,P ugm-3,28,P ugm-3
06-04-2014,13:00,228.3,P deg,7.0,P ms-1,15.4,P degC,6,P ugm-3,21,P ugm-3,31,P ugm-3
06-04-2014,14:00,227.4,P deg,6.6,P ms-1,15.3,P degC,8,P ugm-3,20,P ugm-3,32,P ugm-3
06-04-2014,15:00,226.5,P deg,6.2,P ms-1,15.1,P degC,5,P ugm-3,22,P ugm-3,29,P ugm-3
06-04-2014,16:00,228.1,P deg,5.8,P ms-1,14.7,P degC,6,P ugm-3,22,P ugm-3,31,P ugm-3
06-04-2014,17:00,229.5,P deg,6.4,P ms-1,14.1,P degC,4,P ugm-3,21,P ugm-3,27,P ugm-3
06-04-2014,18:00,233.1,P deg,6.5,P ms-1,13.8,P degC,5,P ugm-3,25,P ugm-3,34,P ugm-3
06-04-2014,19:00,232.6,P deg,6.4,P ms-1,13.6,P degC,5,P ugm-3,26,P ugm-3,34,P ugm-3
06-04-2014,20:00,233.3,P deg,6.3,P ms-1,13.5,P degC,5,P ugm-3,25,P ugm-3,33,P ugm-3
06-04-2014,21:00,231.3,P deg,6.2,P ms-1,13.5,P degC,5,P ugm-3,23,P ugm-3,31,P ugm-3
06-04-2014,22:00,228.1,P deg,6.0,P ms-1,13.3,P degC,4,P ugm-3,25,P ugm-3,32,P ugm-3
06-04-2014,23:00,229.4,P deg,5.6,P ms-1,13.1,P degC,4,P ugm-3,20,P ugm-3,26,P ugm-3
06-04-2014,24:00,230.3,P deg,5.8,P ms-1,13.1,P degC,3,P ugm-3,17,P ugm-3,22,P ugm-3
07-04-2014,01:00,221.9,P deg,5.6,P ms-1,12.3,P degC,2,P ugm-3,15,P ugm-3,18,P ugm-3
07-04-2014,02:00,220.6,P deg,5.5,P ms-1,12.7,P degC,1,P ugm-3,16,P ugm-3,18,P ugm-3
07-04-2014,03:00,218.3,P deg,5.6,P ms-1,12.9,P degC,1,P ugm-3,12,P ugm-3,14,P ugm-3
07-04-2014,04:00,218.6,P deg,6.2,P ms-1,13.1,P degC,1,P ugm-3,15,P ugm-3,16,P ugm-3
07-04-2014,05:00,219.5,P deg,6.1,P ms-1,13.2,P degC,1,P ugm-3,15,P ugm-3,17,P ugm-3
07-04-2014,06:00,211.9,P deg,6.2,P ms-1,13.4,P degC,4,P ugm-3,25,P ugm-3,31,P ugm-3
07-04-2014,07:00,212.0,P deg,6.4,P ms-1,13.4,P degC,7,P ugm-3,31,P ugm-3,42,P ugm-3
07-04-2014,08:00,212.6,P deg,6.5,P ms-1,13.7,P degC,7,P ugm-3,35,P ugm-3,47,P ugm-3
07-04-2014,09:00,211.0,P deg,5.9,P ms-1,14.3,P degC,8,P ugm-3,39,P ugm-3,51,P ugm-3
07-04-2014,10:00,209.4,P deg,6.5,P ms-1,14.3,P degC,10,P ugm-3,37,P ugm-3,53,P ugm-3
07-04-2014,11:00,204.2,P deg,5.3,P ms-1,13.6,P degC,10,P ugm-3,36,P ugm-3,52,P ugm-3
07-04-2014,12:00,212.6,P deg,6.1,P ms-1,14.6,P degC,8,P ugm-3,36,P ugm-3,49,P ugm-3
07-04-2014,13:00,222.5,P deg,7.8,P ms-1,16.1,P degC,11,P ugm-3,35,P ugm-3,52,P ugm-3
07-04-2014,14:00,219.6,P deg,6.8,P ms-1,14.5,P degC,11,P ugm-3,36,P ugm-3,53,P ugm-3
07-04-2014,15:00,220.4,P deg,6.5,P ms-1,13.5,P degC,11,P ugm-3,35,P ugm-3,52,P ugm-3
07-04-2014,16:00,230.1,P deg,6.8,P ms-1,13.1,P degC,12,P ugm-3,33,P ugm-3,52,P ugm-3
07-04-2014,17:00,236.1,P deg,6.5,P ms-1,12.7,P degC,7,P ugm-3,33,P ugm-3,44,P ugm-3
07-04-2014,18:00,240.3,P deg,6.0,P ms-1,12.5,P degC,7,P ugm-3,34,P ugm-3,46,P ugm-3
07-04-2014,19:00,274.2,P deg,5.3,P ms-1,12.1,P degC,9,P ugm-3,37,P ugm-3,52,P ugm-3
07-04-2014,20:00,284.4,P deg,4.8,P ms-1,10.8,P degC,23,P ugm-3,55,P ugm-3,91,P ugm-3
07-04-2014,21:00,277.9,P deg,5.0,P ms-1,9.6,P degC,19,P ugm-3,59,P ugm-3,89,P ugm-3
07-04-2014,22:00,272.7,P deg,5.0,P ms-1,8.5,P degC,12,P ugm-3,54,P ugm-3,72,P ugm-3
07-04-2014,23:00,265.2,P deg,5.0,P ms-1,7.9,P degC,13,P ugm-3,59,P ugm-3,78,P ugm-3
07-04-2014,24:00,254.8,P deg,5.3,P ms-1,7.6,P degC,8,P ugm-3,41,P ugm-3,53,P ugm-3
08-04-2014,01:00,256.1,P deg,5.6,P ms-1,6.2,P degC,4,P ugm-3,23,P ugm-3,31,P ugm-3
08-04-2014,02:00,262.2,P deg,5.9,P ms-1,6.4,P degC,2,P ugm-3,20,P ugm-3,24,P ugm-3
08-04-2014,03:00,271.3,P deg,6.1,P ms-1,6.4,P degC,4,P ugm-3,22,P ugm-3,28,P ugm-3
08-04-2014,04:00,275.8,P deg,6.3,P ms-1,5.9,P degC,5,P ugm-3,27,P ugm-3,36,P ugm-3
08-04-2014,05:00,280.0,P deg,6.2,P ms-1,5.8,P degC,10,P ugm-3,43,P ugm-3,59,P ugm-3
